date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:10	107369/107369	---M--	200	added ('OK')	image/png	etag:%22cb92bd984d1d21868c0fb790bdbfd5c4%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/2/18/9/34/41/rbi.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/2/18/9/34/41/rbi.png	(from https://govjobadda.org/exam-list/)
16:43:10	14001/14001	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:42%20GMT	https://govjobadda.org/railways-asst-loco-pilot-exam-free-test-series-list/5dc50a65056e375087ff0a5b/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/railways-asst-loco-pilot-exam-free-test-series-list/5dc50a65056e375087ff0a5b/index.html	(from https://govjobadda.org/exam-list/)
16:43:11	121639/121639	---M--	200	added ('OK')	image/jpeg	etag:%223533699645a921976c63c2559349938d%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/8/15/33/58/wester-railway.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/8/15/33/58/wester-railway.jpg	(from https://govjobadda.org/exam-list/)
16:43:11	14132/14132	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:42%20GMT	https://govjobadda.org/central-bank-of-india-soit-exam-exam-free-test-series-list/5e27f8ef056e3774bba91225/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/central-bank-of-india-soit-exam-exam-free-test-series-list/5e27f8ef056e3774bba91225/index.html	(from https://govjobadda.org/exam-list/)
16:43:11	20438/20438	---M--	200	added ('OK')	image/png	etag:%225a44f09b68228f6dc234fcd722365157%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/1/22/13/46/23/Central-Bank-of-India-recruitment.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/1/22/13/46/23/Central-Bank-of-India-recruitment.png	(from https://govjobadda.org/exam-list/)
16:43:12	16311/16311	---M--	200	added ('OK')	image/jpeg	etag:%2257fbf1107a4acb53a87713887bff24dd%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/1/31/12/8/54/nda.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/1/31/12/8/54/nda.jpg	(from https://govjobadda.org/exam-list/)
16:43:12	17697/17697	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:43%20GMT	https://govjobadda.org/national-defence-academy-exam-exam-free-test-series-list/5e33cb7e056e3774be231c3d/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/national-defence-academy-exam-exam-free-test-series-list/5e33cb7e056e3774be231c3d/index.html	(from https://govjobadda.org/exam-list/)
16:43:12	17526/17526	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:44%20GMT	https://govjobadda.org/rrb-ntpc-exam-free-test-series-list/5da419f1056e3758e6643ac9/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/rrb-ntpc-exam-free-test-series-list/5da419f1056e3758e6643ac9/index.html	(from https://govjobadda.org/exam-list/)
16:43:13	14001/14001	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:44%20GMT	https://govjobadda.org/rajasthan-patwari-exam-exam-free-test-series-list/5e60904c056e3774bbbe55a7/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/rajasthan-patwari-exam-exam-free-test-series-list/5e60904c056e3774bbbe55a7/index.html	(from https://govjobadda.org/exam-list/)
16:43:13	121639/121639	---M--	200	added ('OK')	image/jpeg	etag:%223533699645a921976c63c2559349938d%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/8/15/33/38/wester-railway.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/8/15/33/38/wester-railway.jpg	(from https://govjobadda.org/exam-list/)
16:43:13	15015/15015	---M--	200	added ('OK')	image/png	etag:%227b1e8b17feea379c2199263715233f91%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/3/5/11/8/20/logo_imgs_new.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/3/5/11/8/20/logo_imgs_new.png	(from https://govjobadda.org/exam-list/)
16:43:14	13898/13898	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:45%20GMT	https://govjobadda.org/rpf-si-exam-free-test-series-list/5dc3eee4056e37432bc18c2b/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/rpf-si-exam-free-test-series-list/5dc3eee4056e37432bc18c2b/index.html	(from https://govjobadda.org/exam-list/)
16:43:14	7353/7353	---M--	200	added ('OK')	image/jpeg	etag:%22ce9449f90f47b88b5529f738a546165a%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/7/15/46/4/RPF-logo.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/7/15/46/4/RPF-logo.jpg	(from https://govjobadda.org/exam-list/)
16:43:14	13921/13921	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:46%20GMT	https://govjobadda.org/dena-bank-po-exam-free-test-series-list/5dd4d618056e37437925d6f1/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/dena-bank-po-exam-free-test-series-list/5dd4d618056e37437925d6f1/index.html	(from https://govjobadda.org/exam-list/)
